"gbd_condition","ontology_id","channels","channel_details"
"Multiple myeloma","MONDO:0005170","embedding","sim=0.895 rank=4 label='myeloid neoplasm'"
"Multiple myeloma","MONDO:0009693","embedding","sim=0.9601 rank=1 label='plasma cell myeloma'"
"Multiple myeloma","MONDO:0011996","embedding","sim=0.8801 rank=7 label='chronic myeloid leukemia'"
"Multiple myeloma","MONDO:0018874","embedding","sim=0.8713 rank=10 label='acute myeloid leukemia'"
"Multiple myeloma","MONDO:0018881","embedding","sim=0.8954 rank=3 label='myelodysplastic syndrome'"
"Multiple myeloma","MONDO:0044903","embedding","sim=0.8873 rank=5 label='myelofibrosis'"
"Multiple myeloma","MONDO:0100342","embedding","sim=0.8727 rank=9 label='malignant glioma'"
"Multiple sclerosis","EFO:0803536","embedding","sim=0.9036 rank=5 label='multiple sclerosis symptom measurement'"
"Multiple sclerosis","MONDO:0001718","embedding","sim=0.9166 rank=3 label='scleritis'"
"Multiple sclerosis","MONDO:0004976","embedding","sim=0.8904 rank=10 label='amyotrophic lateral sclerosis'"
"Multiple sclerosis","MONDO:0005100","embedding","sim=0.9668 rank=2 label='systemic sclerosis'"
"Multiple sclerosis","MONDO:0005145","embedding","sim=0.8936 rank=9 label='sporadic amyotrophic lateral sclerosis'"
"Multiple sclerosis","MONDO:0005301","embedding","sim=1 rank=1 label='multiple sclerosis'"
"Multiple sclerosis","MONDO:0005349","embedding","sim=0.8936 rank=8 label='otosclerosis'"
"Multiple sclerosis","MONDO:0006044","embedding","sim=0.9035 rank=6 label='nephrosclerosis'"
"Multiple sclerosis","MONDO:0019340","embedding","sim=0.8995 rank=7 label='scleroderma'"
"Multiple sclerosis","OBA:2001029","embedding","sim=0.9038 rank=4 label='age of onset of multiple sclerosis'"
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","EFO:0004251","embedding","sim=0.9167 rank=4 label='myeloproliferative disorder'"
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","EFO:1000201","embedding","sim=0.9407 rank=3 label='Common Hematopoietic Neoplasm'"
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","MONDO:0002334","embedding","sim=0.9492 rank=1 label='hematopoietic and lymphoid system neoplasm'"
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","MONDO:0002461","embedding","sim=0.9019 rank=7 label='membranoproliferative glomerulonephritis'"
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","MONDO:0004286","embedding","sim=0.898 rank=9 label='pancreatic intraductal papillary-mucinous neoplasm'"
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","MONDO:0005070","",""
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","MONDO:0005157","embedding","sim=0.899 rank=8 label='lymphoid neoplasm'"
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","MONDO:0005170","embedding","sim=0.9092 rank=5 label='myeloid neoplasm'"
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","MONDO:0005454","embedding","sim=0.9042 rank=6 label='lung neuroendocrine neoplasm'"
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","MONDO:0019496","embedding","sim=0.897 rank=10 label='neuroendocrine neoplasm'"
"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms","MONDO:0020076","embedding","sim=0.9467 rank=2 label='myeloproliferative neoplasm'"
"Myocarditis","EFO:0001425","embedding","sim=0.908 rank=7 label='ischemic cardiomyopathy'"
"Myocarditis","EFO:0009881","embedding","sim=0.8962 rank=9 label='nonischemic cardiomyopathy'"
"Myocarditis","MONDO:0000474","embedding","sim=0.8899 rank=10 label='pericardium disorder'"
"Myocarditis","MONDO:0004496","embedding","sim=1 rank=1 label='myocarditis'"
"Myocarditis","MONDO:0004994","embedding","sim=0.9084 rank=6 label='cardiomyopathy'"
"Myocarditis","MONDO:0005021","embedding","sim=0.9126 rank=5 label='dilated cardiomyopathy'"
"Myocarditis","MONDO:0005025","embedding","sim=0.9672 rank=2 label='endocarditis'"
"Myocarditis","MONDO:0005068","embedding","sim=0.9008 rank=8 label='myocardial infarction'"
"Myocarditis","MONDO:0006669","embedding","sim=0.9533 rank=3 label='bacterial endocarditis'"
"Myocarditis","MONDO:0024644","embedding","sim=0.9127 rank=4 label='myocardial ischemia'"
"Nasopharynx cancer","MONDO:0002352","embedding","sim=0.9349 rank=1 label='larynx cancer'"
"Nasopharynx cancer","MONDO:0002358","embedding","sim=0.9319 rank=3 label='laryngeal carcinoma'"
"Nasopharynx cancer","MONDO:0004382","embedding","sim=0.9101 rank=10 label='laryngeal disorder'"
"Nasopharynx cancer","MONDO:0004608","embedding","sim=0.9237 rank=4 label='oropharynx cancer'"
"Nasopharynx cancer","MONDO:0004992","",""
"Nasopharynx cancer","MONDO:0005216","embedding","sim=0.9197 rank=6 label='hypopharyngeal carcinoma'"
"Nasopharynx cancer","MONDO:0005375","embedding","sim=0.9341 rank=2 label='nasopharyngeal neoplasm'"
"Nasopharynx cancer","MONDO:0005517","embedding","sim=0.9158 rank=8 label='pharynx cancer'"
"Nasopharynx cancer","MONDO:0005595","embedding","sim=0.9159 rank=7 label='laryngeal squamous cell carcinoma'"
"Nasopharynx cancer","MONDO:0005806","embedding","sim=0.9229 rank=5 label='hypopharynx cancer'"
"Nasopharynx cancer","MONDO:0021071","embedding","sim=0.9133 rank=9 label='laryngeal neoplasm'"
"Near vision loss","HP:0000504","embedding","sim=0.915 rank=5 label='Abnormality of vision'"
"Near vision loss","HP:0000529","embedding","sim=0.9573 rank=1 label='Progressive visual loss'"
"Near vision loss","HP:0000572","embedding","sim=0.9393 rank=2 label='Visual loss'"
"Near vision loss","HP:0001123","embedding","sim=0.9177 rank=4 label='Visual field defect'"
"Near vision loss","HP:0007957","embedding","sim=0.9008 rank=9 label='Corneal opacity'"
"Near vision loss","MONDO:0000926","embedding","sim=0.9015 rank=8 label='eye accommodation disease'"
"Near vision loss","MONDO:0001564","embedding","sim=0.9066 rank=6 label='binocular vision disease'"
"Near vision loss","MONDO:0001703","embedding","sim=0.9328 rank=3 label='color vision disorder'"
"Near vision loss","MONDO:0001834","embedding","sim=0.9004 rank=10 label='visual pathway disorder'"
"Near vision loss","MONDO:0005365","embedding","sim=0.9027 rank=7 label='hearing loss disorder'"
"Neck pain","EFO:0009625","embedding","sim=0.953 rank=4 label='facial pain'"
"Neck pain","EFO:0801084","embedding","sim=0.9363 rank=10 label='cancer pain'"
"Neck pain","HP:0002027","embedding","sim=0.9423 rank=7 label='Abdominal pain'"
"Neck pain","HP:0003418","embedding","sim=0.9468 rank=6 label='Back pain'"
"Neck pain","HP:0009763","embedding","sim=0.9416 rank=8 label='Limb pain'"
"Neck pain","HP:0012531","",""
"Neck pain","HP:0030833","embedding","sim=1 rank=1 label='Neck pain'"
"Neck pain","HP:0030834","embedding","sim=0.9549 rank=3 label='Shoulder pain'"
"Neck pain","HP:0030838","embedding","sim=0.9394 rank=9 label='Hip pain'"
"Neck pain","HP:0030839","embedding","sim=0.9554 rank=2 label='Knee pain'"
"Neck pain","HP:0100749","embedding","sim=0.9488 rank=5 label='Chest pain'"
"Neonatal disorders","EFO:0022939","embedding","sim=0.8881 rank=9 label='labor and delivery complications'"
"Neonatal disorders","EFO:1000739","embedding","sim=0.8971 rank=5 label='neonatal jaundice'"
"Neonatal disorders","HP:0001522","embedding","sim=0.8882 rank=8 label='Death in infancy'"
"Neonatal disorders","HP:0040187","embedding","sim=0.9505 rank=1 label='Neonatal sepsis'"
"Neonatal disorders","MONDO:0000592","embedding","sim=0.8943 rank=6 label='specific developmental disorder'"
"Neonatal disorders","MONDO:0001433","embedding","sim=0.8869 rank=10 label='vaginal disorder'"
"Neonatal disorders","MONDO:0005917","embedding","sim=0.9004 rank=4 label='placenta disorder'"
"Neonatal disorders","MONDO:0006663","embedding","sim=0.9108 rank=3 label='perinatal asphyxia'"
"Neonatal disorders","MONDO:0021698","embedding","sim=0.8902 rank=7 label='alcohol-related disorders'"
"Neonatal disorders","MONDO:0100086","embedding","sim=0.9122 rank=2 label='perinatal disease'"
"Neonatal encephalopathy due to birth asphyxia and trauma","EFO:0006519","embedding","sim=0.9066 rank=3 label='MMR-related febrile seizures'"
"Neonatal encephalopathy due to birth asphyxia and trauma","EFO:0007887","embedding","sim=0.8916 rank=10 label='autosomal dominant compelling helio-ophthalmic outburst syndrome'"
"Neonatal encephalopathy due to birth asphyxia and trauma","EFO:0007948","embedding","sim=0.8968 rank=7 label='HIV-associated neurocognitive disorder'"
"Neonatal encephalopathy due to birth asphyxia and trauma","EFO:0009446","",""
"Neonatal encephalopathy due to birth asphyxia and trauma","HP:0001298","",""
"Neonatal encephalopathy due to birth asphyxia and trauma","HP:0002373","embedding","sim=0.892 rank=9 label='Febrile seizure (within the age range of 3 months to 6 years)'"
"Neonatal encephalopathy due to birth asphyxia and trauma","MONDO:0000166","embedding","sim=0.9426 rank=1 label='encephalopathy, acute, infection-induced'"
"Neonatal encephalopathy due to birth asphyxia and trauma","MONDO:0005404","embedding","sim=0.9027 rank=4 label='myalgic encephalomeyelitis/chronic fatigue syndrome'"
"Neonatal encephalopathy due to birth asphyxia and trauma","MONDO:0005493","embedding","sim=0.9386 rank=2 label='carbon monoxide-induced delayed encephalopathy'"
"Neonatal encephalopathy due to birth asphyxia and trauma","MONDO:0006663","embedding","sim=0.9006 rank=5 label='perinatal asphyxia'"
"Neonatal encephalopathy due to birth asphyxia and trauma","MONDO:0019719","embedding","sim=0.893 rank=8 label='congenital anomaly of kidney and urinary tract'"
"Neonatal encephalopathy due to birth asphyxia and trauma","OBA:2001032","embedding","sim=0.8983 rank=6 label='age of onset of narcolepsy-cataplexy syndrome'"
"Neonatal preterm birth","EFO:0006917","embedding","sim=0.9681 rank=1 label='spontaneous preterm birth'"
"Neonatal preterm birth","EFO:0008435","embedding","sim=0.8757 rank=7 label='gestational weight gain measurement'"
"Neonatal preterm birth","EFO:0008436","embedding","sim=0.8835 rank=3 label='late gestational weight gain'"
"Neonatal preterm birth","EFO:0008437","embedding","sim=0.8824 rank=4 label='early gestational weight gain'"
"Neonatal preterm birth","EFO:1000739","embedding","sim=0.8709 rank=8 label='neonatal jaundice'"
"Neonatal preterm birth","HP:0040187","embedding","sim=0.8988 rank=2 label='Neonatal sepsis'"
"Neonatal preterm birth","MONDO:0005566","embedding","sim=0.8649 rank=10 label='neonatal abstinence syndrome'"
"Neonatal preterm birth","MONDO:0006663","embedding","sim=0.8782 rank=5 label='perinatal asphyxia'"
"Neonatal preterm birth","MONDO:0006952","embedding","sim=0.8686 rank=9 label='retinopathy of prematurity'"
"Neonatal preterm birth","MONDO:0012511","embedding","sim=0.8762 rank=6 label='preterm premature rupture of the membranes'"
"Neonatal sepsis and other neonatal infections","EFO:0000544","",""
"Neonatal sepsis and other neonatal infections","EFO:0006519","embedding","sim=0.8935 rank=5 label='MMR-related febrile seizures'"
"Neonatal sepsis and other neonatal infections","EFO:0009816","embedding","sim=0.8872 rank=7 label='perineal laceration during delivery'"
"Neonatal sepsis and other neonatal infections","EFO:0022941","embedding","sim=0.8802 rank=9 label='congenital respiratory system disorder'"
"Neonatal sepsis and other neonatal infections","EFO:1000739","embedding","sim=0.9024 rank=2 label='neonatal jaundice'"
"Neonatal sepsis and other neonatal infections","HP:0040187","embedding","sim=0.9415 rank=1 label='Neonatal sepsis'"
"Neonatal sepsis and other neonatal infections","HP:0100806","",""
"Neonatal sepsis and other neonatal infections","MONDO:0005229","embedding","sim=0.8981 rank=4 label='bacterial infectious disease with sepsis'"
"Neonatal sepsis and other neonatal infections","MONDO:0005313","embedding","sim=0.8823 rank=8 label='necrotizing enterocolitis'"
"Neonatal sepsis and other neonatal infections","MONDO:0005566","embedding","sim=0.8892 rank=6 label='neonatal abstinence syndrome'"
"Neonatal sepsis and other neonatal infections","MONDO:0006663","embedding","sim=0.8997 rank=3 label='perinatal asphyxia'"
"Neonatal sepsis and other neonatal infections","MONDO:0019719","embedding","sim=0.8784 rank=10 label='congenital anomaly of kidney and urinary tract'"
"Neural tube defects","EFO:1001866","embedding","sim=0.8928 rank=10 label='ventral hernia'"
"Neural tube defects","HP:0002088","embedding","sim=0.894 rank=8 label='Abnormal lung morphology'"
"Neural tube defects","HP:0012443","embedding","sim=0.8971 rank=3 label='Abnormal brain morphology'"
"Neural tube defects","MONDO:0002098","embedding","sim=0.8971 rank=2 label='facial nerve disorder'"
"Neural tube defects","MONDO:0002236","embedding","sim=0.8967 rank=5 label='ocular cancer'"
"Neural tube defects","MONDO:0002467","embedding","sim=0.8983 rank=1 label='inner ear disorder'"
"Neural tube defects","MONDO:0005087","embedding","sim=0.8946 rank=6 label='respiratory system disorder'"
"Neural tube defects","MONDO:0005385","embedding","sim=0.8969 rank=4 label='vascular disorder'"
"Neural tube defects","MONDO:0020705","",""
"Neural tube defects","MONDO:0020950","embedding","sim=0.8937 rank=9 label='viral eye infection'"
"Neural tube defects","MONDO:0024575","embedding","sim=0.8941 rank=7 label='pregnancy disorder'"
"Neuroblastoma and other peripheral nervous cell tumors","EFO:0009260","embedding","sim=0.9153 rank=5 label='non-melanoma skin carcinoma'"
"Neuroblastoma and other peripheral nervous cell tumors","EFO:0020598","embedding","sim=0.9139 rank=7 label='neuroblastoma suppressor of tumorigenicity 1 measurement'"
"Neuroblastoma and other peripheral nervous cell tumors","MONDO:0005072","embedding","sim=0.9299 rank=2 label='neuroblastoma'"
"Neuroblastoma and other peripheral nervous cell tumors","MONDO:0005454","embedding","sim=0.9208 rank=3 label='lung neuroendocrine neoplasm'"
"Neuroblastoma and other peripheral nervous cell tumors","MONDO:0006200","embedding","sim=0.9089 rank=10 label='epithelioid cell uveal melanoma'"
"Neuroblastoma and other peripheral nervous cell tumors","MONDO:0019496","embedding","sim=0.9152 rank=6 label='neuroendocrine neoplasm'"
"Neuroblastoma and other peripheral nervous cell tumors","MONDO:0019781","embedding","sim=0.9365 rank=1 label='astrocytoma (excluding glioblastoma)'"
"Neuroblastoma and other peripheral nervous cell tumors","MONDO:0022749","embedding","sim=0.919 rank=4 label='non-neoplastic nevus'"
"Neuroblastoma and other peripheral nervous cell tumors","MONDO:0044334","embedding","sim=0.9097 rank=8 label='connective and soft tissue neoplasm'"
"Neuroblastoma and other peripheral nervous cell tumors","MONDO:0044919","embedding","sim=0.909 rank=9 label='malignant renal pelvis neoplasm'"
"Non-Hodgkin lymphoma","EFO:0801403","embedding","sim=0.8736 rank=7 label='B-cell lymphoma/leukemia 10 measurement'"
"Non-Hodgkin lymphoma","MONDO:0004633","embedding","sim=0.9464 rank=3 label='Hodgkin's lymphoma, mixed cellularity'"
"Non-Hodgkin lymphoma","MONDO:0004665","embedding","sim=0.9431 rank=4 label='nodular sclerosis classical Hodgkin lymphoma'"
"Non-Hodgkin lymphoma","MONDO:0004952","embedding","sim=0.939 rank=5 label='Hodgkins lymphoma'"
"Non-Hodgkin lymphoma","MONDO:0005062","",""
"Non-Hodgkin lymphoma","MONDO:0007243","embedding","sim=0.8722 rank=8 label='Burkitt lymphoma'"
"Non-Hodgkin lymphoma","MONDO:0018905","embedding","sim=0.8783 rank=6 label='diffuse large B-cell lymphoma'"
"Non-Hodgkin lymphoma","MONDO:0018906","embedding","sim=0.8685 rank=10 label='follicular lymphoma'"
"Non-Hodgkin lymphoma","MONDO:0018908","embedding","sim=1 rank=1 label='non-Hodgkin lymphoma'"
"Non-Hodgkin lymphoma","MONDO:0044887","embedding","sim=0.9773 rank=2 label='central nervous system non-hodgkin lymphoma'"
